"actor was casted in the","133","type","Actor","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?f <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?f <http://dbpedia.org/ontology/starring> ?uri . } ORDER BY DESC(COUNT(DISTINCT(?f))) OFFSET 0 LIMIT 1","Which actor was casted in the most movies? [predicate=starring]","","",""
"actor was casted in the","133","type","Film","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?f <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?f <http://dbpedia.org/ontology/starring> ?uri . } ORDER BY DESC(COUNT(DISTINCT(?f))) OFFSET 0 LIMIT 1","Which actor was casted in the most movies?","","",""
"actors of the television show","141","starring","Charmed","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Charmed> <http://dbpedia.org/ontology/starring> ?actor . ?actor <http://dbpedia.org/ontology/birthDate> ?date }","Give me the birthdays of all actors of the television show Charmed.","","",""
"actors starring in last action","412","starring","Last_Action_Hero","SELECT DISTINCT ?uri WHERE { Last_Action_Hero starring ?uri }","Give me all actors starring in Last Action Hero.","","",""
"actors starring in last action","412","starring","Last_Action_Hero","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Last_Action_Hero starring ?uri }","Give me all actors starring in Last Action Hero.","","",""
"actors starring in last action","412","starring","Last_Action_Hero","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Last_Action_Hero starring ?uri }","Give me all actors starring in Last Action Hero.","","",""
"actors were born in germany?","82","birthPlace","Actor","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Germany> } UNION { ?uri <http://dbpedia.org/ontology/birthPlace> ?place . ?place <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> } }","Which actors were born in Germany?","","",""
"actors were born in germany?","82","birthPlace","Germany","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Germany> } UNION { ?uri <http://dbpedia.org/ontology/birthPlace> ?place . ?place <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> } }","Which actors were born in Germany?","","",""
"actors who were born in","86","birthPlace","Actor","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> $ <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Berlin> }","Give me all actors who were born in Berlin.","","",""
"actors who were born in","69","birthPlace","Actor","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Paris> . ?uri <http://dbpedia.org/ontology/birthDate> ?date . FILTER ( ?date >= xsd:dateTime('1950-12-31T00:00:00Z')) }","Give me all actors who were born in Paris after 1950.","","",""
"actors who were born in","86","birthPlace","Berlin","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> $ <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Berlin> }","Give me all actors who were born in Berlin.","","",""
"actors who were born in","69","birthPlace","Paris","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Paris> . ?uri <http://dbpedia.org/ontology/birthDate> ?date . FILTER ( ?date >= xsd:dateTime('1950-12-31T00:00:00Z')) }","Give me all actors who were born in Paris after 1950.","","",""
